BOOK I	FYRRI ÞÁTTUR
“Ay, the silly creature!	"Já, því miður gerir hún það, kjáninn sá arna!
Ah, well, you think about my plan,” and, with a bow, he pricked his horse and trotted after the body of his friend.	Jæja, þér hugsið tillögu mína," og að svo mæltu hneigði hann sig og þeysti á eftir félögum sínum.
I went back to Flavia and Sapt, pondering on the strangeness of the man.	Ég sneri aftur til Sapts og Flavíu og var að hugsa um það, hve undarlega honum væri varið þessum manni.
Wicked men I have known in plenty, but Rupert Hentzau remains unique in my experience.	Ég hefi þekkt marga vonda menn. En Rúpert Hentzau skaraði þar fram úr öllum öðrum.
“Hes very handsome, isnt he?” said Flavia.	"Finnst ykkur hann ekki álitlegur þessi ungi maður?" sagði Flavía.
Well, of course, she didnt know him as I did; yet I was put out, for I thought his bold glances would have made her angry.	Því miður þekti hún hann ekki eins vel og ég, og ég bjóst við að hún mundi hafa reiðst honum fyrir það, hve ósvífnislega hann hafði horft á hana.
But my dear Flavia was a woman, and so-she was not put out.	En Flavía mín elskuleg var kona – og því fyrirgaf hún það.
On the contrary, she thought young Rupert very handsome-as, beyond question, the ruffian was.	Og hún fór þvert á móti að hafa orð á því, hve henni sýndist Rúpert ungi laglegur, og það var heldur ekki hægt að neita því, að hann var það.
“And how sad he looked at his friends death!” said she.	"Og hann leit út fyrir að vera svo hryggur yfir dauða vinar síns," sagði hún.
“Hell have better reason to be sad at his own,” observed Sapt, with a grim smile.	"Hann hefir fulla ástæðu til að bera kvíðboga fyrir dauða sjálfs sín," sagði Sapt og brosti illúðlega.
As for me, I grew sulky;	Ég varð líka skapsúr.
unreasonable it was perhaps, for what better business had I to look at her with love than had even Ruperts lustful eyes?	Því að hafði ég nokkru meiri rétt til að líta hana ástaraugum, heldur en Rúpert þó illur væri?
And sulky I remained till, as evening fell and we rode up to Tarlenheim, Sapt having fallen behind in case anyone should be following us, Flavia, riding close beside me, said softly, with a little half-ashamed laugh:	Og ég var í þungu skapi þangað til við komum heim undir Tarleinheimslotið, og Sapt hafði orðið ofurlítið á eftir en Flavía sagði við mig hálffeimnislega:
“Unless you smile, Rudolf, I cry.	"Ef þú ferð nú ekki að brosa, Rúdolf, þá fer ég að gráta.
Why are you angry?”	Því liggur svona illa á þér?"
“It was something that fellow said to me,” said I, but I was smiling as we reached the door and dismounted.	"Mér mislíkaði við manninn, sem ég var að tala við í dag," svaraði ég, en ég var þó farinn að brosa, þegar við komum að slotinu og ég steig af baki.
There a servant handed me a note:	Þar rétti þjónninn mér bréf.
I tore it open:	"Ég reif bréfið upp:"
Johann carries this for me.	"Jóhann kemur þessum línum á framfæri.
I warned you once.	Ég hefi aðvarað yður einu sinni.
In the name of God, and if you are a man, rescue me from this den of murderers!-A. de M.	Í guðs nafni bið ég yður, ef þér viljið karlmaður heita, að bjarga mér úr þessu ræningjabæli! A. de M.
I handed it to Sapt;	Ég rétti Sapt miðann;
but all that the tough old soul said in reply to this piteous appeal was:	en karlsauðinum varð þá að orði.
“Whose fault brought her there?”	"Hver réði því, að hún fór þangað?"
Nevertheless, not being faultless myself, I took leave to pity Antoinette de Mauban.	Og af því að ég réði ekki ætíð sem heppilegast úr málum, þá fór ég að bera í bætifláka fyrir Antoinette de Mauban. XVI.
CHAPTER 16	KAPITULI.
A Desperate Plan As I had ridden publicly in Zenda, and had talked there with Rupert Hentzau, of course all pretence of illness was at an end.	Með því að ég hafði látið sjá mig opinberlega í Zenda, og hafði átt þar tal við Rúpert Hentzau var vitanlega engum, sem duldist að ég væri orðinn frískur.
I marked the effect on the garrison of Zenda: they ceased to be seen abroad;	Ég sá skjótt, að það hafði breytt atferli liðsmannasveitarinnar í Zenda.
and any of my men who went near the Castle reported that the utmost vigilance prevailed there.	Hermennirnir sáust nú ekki framar á ferli, og allir þeir af mönnum mínum, sem nálguðust kastalann, kváðu þar haldinn strangan vörð.
Touched as I was by Madame de Maubans appeal, I seemed as powerless to befriend her as I had proved to help the King.	Þó mér þætti það illt, að geta ekki orðið við bón Antoinette de Mauban, þá virtist jafnómögulegt að hjálpa henni eins og að bjarga konunginum.
Michael bade me defiance;	Michael bauð mér birginn.
and although he too had been seen outside the walls, with more disregard for appearances than he had hitherto shown, he did not take the trouble to send any excuse for his failure to wait on the King.	Og þó að hann hefði líka látið sjá sig utan kastalaveggja, og það heldur oftar en áður, datt honum ekki í hug að senda neina afsökun um það að hann hefði ekki sýnt konunginum réttmætan heiður.
Time ran on in inactivity, when every moment was pressing; for not only was I faced with the new danger which the stir about my disappearance brought on me, but great murmurs had arisen in Strelsau at my continued absence from the city.	Tíminn leið stöðugt, og hvert augnablik var dýrmætt, því að eigi kreppti að eins sú hætta að mér, að farið yrði frekar að grafast eftir því hvað af mér hefði orðið, heldur var allmikill kurr sagður í Streslau yfir því, hve lengi ég væri í burtu úr borginni.
They had been greater, but for the knowledge that Flavia was with me;	Meiri hefði hann auðvitað orðið, ef það hefði ekki verið kunnugt, að Flavía var með mér;
and for this reason I suffered her to stay, though I hated to have her where danger was, and though every day of our present sweet intercourse strained my endurance almost to breaking.	og þess vegna fékk ég hana til að vera kyrra, jafnvel þó að mér félli það þungt að þurfa að láta hana vera þar sem henni gat verið hætta búin, og samvera okkar, jafn ástúðleg og hún var, veiklaði mig svo í ásetningi mínum, að rétt var að því komið, að ég félli frá honum.
As a final blow, nothing would content my advisers, Strakencz and the Chancellor (who came out from Strelsau to make an urgent representation to me), save that I should appoint a day for the public solemnization of my betrothal, a ceremony which in Ruritania is well nigh as binding and great a thing as the marriage itself.	Heilráðir vinir mínir, t. a. m. Strakencz og kanslarinn (því að þeir komu frá Streslau, sendir þaðan á fund minn af borgarbúum) vildu ekki annað heyra, en að ég ákvæði dag er halda skyldi almennt hátíðlegan þegar trúlofun okkar Flavíu yrði gerð heyrinkunn. Slíkt er siður í Rúritaníu og sú athöfn talin nærri því eins bindandi og mikilvæg eins og hjónabandið sjálft. Og ég neyddist til að gera þetta.
And this-with Flavia sitting by me-I was forced to do, setting a date a fortnight ahead, and appointing the Cathedral in Strelsau as the place.	Flavía sat við hliðina á mér, þegar ég ákvað daginn, en hann var tiltekinn hálfum mánuði síðar, og í dómkirkjunni í Streslau skyldi athöfnin fara fram.
And this formal act being published far and wide, caused great joy throughout the kingdom, and was the talk of all tongues;	Þetta var birt í öllum blöðum og því var fagnað mjög um endilangt konungsríkið. Um annað var mönnum ekki tíðræddara um þessar mundir.
so that I reckoned there were but two men who chafed at it-I mean Black Michael and myself;	Ég held að engum hafi fallið þetta illa nema tveimur mönnum – Michael og mér;
and but one who did not know of it-that one the man whose name I bore, the King of Ruritania.	og það var öllum kunnugt nema einum manni, manninum, sem ég var staðgöngumaður fyrir, Rúritaníukonunginum.
In truth, I heard something of the way the news was received in the Castle;	Ég komst svona hér um bil að því, hversu fréttunum hafði verið tekið í kastalanum;
for after an interval of three days, the man Johann, greedy for more money, though fearful for his life, again found means to visit us.	því að eftir þrjá daga, tókst Jóhanni að komast á fund okkar. Fégirndin dró hann að okkur, þó að lífshætta væri fyrir hann að fara.
He had been waiting on the duke when the tidings came.	Hann hafði verið staddur inni hjá hertoganum þegar fréttirnar bárust honum.
Black Michaels face had grown blacker still, and he had sworn savagely;	Michael svarti hafði orðið enn þá svartari en hann var vanur, og hann hafði ausið úr sér formælingum.
nor was he better pleased when young Rupert took oath that I meant to do as I said, and turning to Madame de Mauban, wished her joy on a rival gone.	Og ekki bætti það honum í skapi, að Rúpert ungi kvaðst þora að sverja það, að ég ætlaði að láta fylgja fram skipun minni, og óskaði Antoinette de Mauban til hamingju, þar eð hún mundi nú eigi framar þurfa að óttast keppinaut sinn, prinsessuna.
Michaels hand stole towards his sword (said Johann), but not a bit did Rupert care;	Þá þuklaði Michael eftir sverði sínu (sagði Jóhann), en Rúpert skeytti því engu;
for he rallied the duke on having made a better King than had reigned for years past in Ruritania.	hann storkaði hertoganum með því að ég hefði reynst betri konungur en nokkur annar í Rúritaníu.
“And,” said he, with a meaning bow to his exasperated master, “the devil sends the princess a finer man than heaven had marked out for her, by my soul, it does!”	"Og djöfullinn," bætti hann við og kinkaði kolli framan í húsbónda sinn fokreiðan, "hefir sent prinsessunni betri mann, en sá algóði hafði útvalið henni.
Then Michael harshly bade him hold his tongue, and leave them;	Ég gat ekki betur séð, en að þetta sé dagsanna!"
but Rupert must needs first kiss madames hand, which he did as though he loved her, while Michael glared at him.	Þá skipaði Michael honum í vonsku að þegja og hypja sig burtu, en Rúpert kvaðst fyrst þurfa að kyssa á hönd Antoinette de Mauban, og það gerði hann innilega, eins og hann væri elskhugi hennar, en Michael starði á hann sem steini lostinn."
Johann had seen him, and he was wasted and hardly able to move.	Jóhann hafði séð hann.
“There could be no thought of taking another for him now.”	Hann var orðinn mjög máttfarinn og gat varla hrært sig.
So alarmed were they, that they had sent for a physician from Strelsau;	Þeir Zendabúar voru nú orðnir svo hræddir um hann, að þeir höfðu sent eftir lækni frá Streslau.
and the physician having been introduced into the Kings cell, had come forth pale and trembling, and urgently prayed the duke to let him go back and meddle no more in the affair;	Og þegar læknirinn kom út úr klefa konungsins, var hann náfölur og skjálfandi, og lagði að hertoganum um að sleppa honum úr varðhaldinu og ]eggja sig ekki í meiri hættu í þessu máli.
but the duke would not, and held him there a prisoner, telling him his life was safe if the King lived while the duke desired and died when the duke desired-not otherwise.	En hertoginn vildi það ekki, en hélt honum eins og fanga kastalanum, og sagði honum að hann gæti verið óhultur um líf sitt ef konungurinn lifði og meðan hertoganum þóknaðist, en lengur ekki.
