Closing the Loop for ALMA	ALMA nær mikilvægum áfanga
The result of this work is a series of images that demonstrate ALMAs unique vision and ability to study our Sun.The data from the solar observing campaign are being released this week to the worldwide astronomical community for further study and analysis.	Afraksturinn er myndaröð sem sýna einstaka getu ALMA til að rannsaka sólina okkar. Gögnin frá sólarmælingunum voru gerðar opinberar í þessari viku til frekari greiningar stjörnufræðinga um allan heim.
The team observed an enormous sunspot at wavelengths of 1.25 millimetres and 3 millimetres using two of ALMA's receiver bands.	Stjörnufræðingarnir gerðu mælingar á stórum sólbletti á 1,25 millímetra og 3 millímetra bylgjulengd með tveimur móttökurum ALMA.
The images reveal differences in temperature between parts of the Sun's chromosphere [3].	Myndirnar sýna hitastigsmun í mismunandi svæðum lithvolfs sólarinnar [3].
Understanding the heating and dynamics of the chromosphere are key areas of research that will be addressed in the future using ALMA.	Að skilja hitun og virkni í lithvolfinu er lykilviðgansgefni sem verður skoðað í framtíðinni með ALMA.
Sunspots are transient features that occur in regions where the Sun's magnetic field is extremely concentrated and powerful.	Sólblettir eru virk svæði á sólinni þar sem segulsviðið er mjög þétt og öflugt og hindrar uppstreymi heitara efnis úr innviðunum.
They are lower in temperature than the surrounding regions, which is why they appear relatively dark.	Blettirnir eru kaldari en svæðin í kring og sýnast þess vegna dökkir.
The difference in appearance between the two images is due to the different wavelengths of emitted light being observed.	Munurinn á útliti beggja mynda er kominn til af mismunandi bylgjulengdum ljóssins sem mælt var.
Observations at shorter wavelengths are able to probe deeper into the Sun, meaning the 1.25 millimetre images show a layer of the chromosphere that is deeper, and therefore closer to the photosphere, than those made at a wavelength of 3 millimetres.	Mælingar á styttri bylgjulengdum ná dýpra inn í sólina sem þýðir að myndin á 1,25 millímetra bylgjulengdinni sýnir lag í lithvolfinu sem er dýpra og þar af leiðandi nær ljóshvolfinu en myndirnar í 3 millímetra bylgjulengdinni.
ALMA is the first facility where ESO is a partner that allows astronomers to study the nearest star, our own Sun.	ALMA er fyrsta stjörnustöðin sem ESO er hluti að sem gerir stjörnufræðingum kleift að rannsaka nálægustu stjörnuna, sólina okkar.
All other existing and past ESO facilities need to be protected from the intense solar radiation to avoid damage.	Verja þarf allar aðrar stjörnustöðvar ESO fyrir sterku sólarljósinu til að forðast skemmdir.
The new ALMA capabilities will expand the ESO community to include solar astronomers.	Þökk sé ALMA víkkar stjarnvísindasamfélag ESO þannig í sólarstjörnufræðinga líka.
Notes	Skýringar
the Swedish–ESO Submillimetre Telescope (SEST) had a fire in its secondary mirror assembly after the telescope was accidentally pointed at the Sun.	[2] Þetta gerðist eitt sinn þegar kviknaði í aukaspeglinum í sænska-ESO hálfsmillímetra sjónaukanaum (SEST) þegar honum var óvart beint að sólinni.
[3] A map of the whole disc of the Sun was also made with a single ALMA antenna, using a technique called fast-scanning, at a wavelength of 1.25 millimetres.	[3] Einnig var tekin mynd af allri sólskífunni með einu ALMA loftneti með aðferð sem kallast hraðskönnun á 1,25 millímetra bylgjulengdinni.
The accuracy and speed of observing with a single ALMA antenna makes it possible to produce a map of the entire solar disc in just a few minutes.	Nákvæmnin og hraðinn við mælingar með einu ALMA loftneti gerir mönnum kleift að taka mynd af sólinni allri á örfáum mínútum.
These maps show the distribution of temperatures in the chromosphere over the whole disc at low spatial resolution and therefore complement the detailed interferometric images of individual regions of interest.	Á myndinni sést hitastigsmunur í lithvolfinu á skífunni allri í lágri upplausn og bætir hún þannig víxlmælingarnar af stökum svæðum.
Contracts Signed for ELT Mirrors and Sensors	Samingar undirritaðir um smíði spegla og nema ELT
At a ceremony today at ESOs Headquarters four contracts were signed for major components of the Extremely Large Telescope (ELT) that ESO is building.	Í höfuðstöðvum ESO í dag voru undirritaðir fjórir samningar um smíði stórra hluta Extremely Large Telescope (ELT) sem ESO er hyggst reisa.
These were for:	Samningar voru gerðir við:
the casting of the telescopes giant secondary and tertiary mirrors, awarded to SCHOTT;	SCHOTT um framleiðslu á fyrsta og öðrum aukaspeglum sjónaukans;
the supply of mirror cells to support these two mirrors, awarded to the SENER Group; and the supply of the edge sensors that form a vital part of the ELTs huge segmented primary mirror control system, awarded to the FAMES consortium.	SENER Group um framleiðslu á grindinni sem ber aukaspeglana tvo og FAMES samstarfið um jaðarnema sem verða nauðsynlegur hluti af safnspegli sjónaukans sem verður samsettur.
The secondary mirror will be largest ever employed on a telescope and the largest convex mirror ever produced.	Annar aukaspegillinn verður sá stærsti sem gerður hefur verið, sem og stærsti kúpti spegill sögunnar.
The construction of the 39-metre ELT, the largest optical/near-infrared telescope in the world, is moving forward.	Smíði 39 metra ELT sjónaukans, stærsta sjónauka heims fyrir sýnilegt og innrautt ljós, mjakast áfram.
The giant telescope employs a complex five-mirror optical system that has never been used before and requires optical and mechanical elements that stretch modern technology to its limits.	Risasjónaukinn verður samsettur úr fimm spegla kerfi sem aldrei hefur verið notað áður og krefst sjóntækja og vélbúnaðar sem reynir til hins ítrasta á nútímatækni.
Contracts for the manufacture of several of these challenging telescope components have just been signed by ESOs Director General, Tim de Zeeuw, and representatives of three industrial contractors in the ESO Member States. Introducing the ceremony, Tim de Zeeuw said:	Framkvæmdarstjóri ESO, Tim de Zeeuw, og fulltrúar þriggja verktaka í aðildarríkjum ESO hafa undirritað samning um smíði nokkurra þessara hluta í sjónaukann.
“It gives me great pleasure to sign these four contracts today, each for advanced components at the heart of the ELTs revolutionary optical system.	„Það er mér mikil ánægja að undirrita þessa fjóra samninga í dag, hvern og einn fyrir smíði á hinum byltingarkenndu sjóntækjum sjónaukans.
They underline how the construction of this giant telescope is moving ahead at full speed - on target for first light in 2024.	Samningarnir undirsstrika að smíði risasjónaukans heldur áfram á fullri ferð og er fyrirhugað að hann verði tekinn í notkun árið 2024.
We at ESO look forward to working with SCHOTT, SENER and FAMES - three leading industrial partners from our Member States.”	Við hjá ESO hlökkum til að vinna með SCHOTT, SENER og FAMES - þremur leiðandi verktökum í aðildarríkjum okkar,“ sagði Tim de Zeeuw við undirritunina.
The first two contracts were signed with SCHOTT by Christoph Fark, Executive Vice President.	Christoph Fark, varaforseti SCHOTT, undirritaði fyrstu tvo samningana.
They cover the casting of the ELTs largest single mirrors - the 4.2-metre secondary and 3.8-metre tertiary mirror - from SCHOTTs low-expansion ceramic material Zerodur© [1].	Þeir eru fyrir smíði stærstu stöku spegla ELT - 4,2 metra fyrri aukaspegilinn og 3,8 metra annan aukaspegilinn - sem verða úr Zerodur © keramíkefni SCHOTT en það hefur lága varmaþenslu [1].
Hanging upside-down at the top of the telescope structure, high above the 39-metre primary mirror, the secondary mirror will be largest ever employed on a telescope and the largest convex mirror ever produced [2].	Annar aukaspegillinn verður stærsti kúpti spegill sem smíðaður hefur verið, sem og stærsti aukaspegill heims, en hann mun hanga á hvolfi í grind sjónaukans hátt yfir hinn 39 metra breiða safnspegil [2].
The concave tertiary mirror is also an unusual feature of the telescope [3].	Annar aukaspegillinn verður íhvolfur og einn af óvenjulegu hlutum sjónaukans [3].
The ELT secondary and tertiary mirrors will rival in size the primary mirrors of many modern-day research telescopes and weigh 3.5 and 3.2 tonnes respectively [4].	Aukaspeglarnir báðir verða álíka stórir og safnspeglar margra nútíma sjónauka og munu vega 3,5 og 3,2 tonn hvor um sig [4].
The secondary mirror is to be delivered by the end of 2018 and the tertiary by July 2019.	Fyrri aukaspegillinn verður afhentur í árslok 2018 og sá seinni í júlí 2019.
The third contract was signed with the SENER Group by Diego Rodríguez, Space Department Director.	Diego Rodriguez, framkvæmdarstjóri geimdeildar hjá SENER Group, undirritaði þriðja samninginn.
It covers the provision of the sophisticated support cells for the ELT secondary and tertiary mirrors and the associated complex active optics systems that will ensure these massive, but flexible, mirrors retain their correct shapes and are correctly positioned within the telescope.	Hann nær yfir smíði á burðargrindunum fyrir aukaspeglana tvo og tengd virk sjóntæki sem tryggja að þessir stóru en sveigjanlegu speglar halda réttri lögun og eru á réttum stað í sjónaukanum.
Great precision is needed if the telescope is to deliver optimum image quality [5].	Mikla nákvæmni þarf til þess að sjónaukinn geti skilað mestu myndgæðum [5].
The fourth contract was signed by Didier Rozière, Managing Director (FAMES, Fogale), and Martin Sellen, Managing Director (FAMES, Micro-Epsilon), on behalf of the FAMES consortium, which is composed of Fogale and Micro-Epsilon.	Didier Rozière, framkvæmdarstjóri FAMES Fogale og Martin Sellen, framkvæmdarstjóri FAMES Micro-Epsilon, undirrituðu fjórða samninginn fyrir hönd FAMES samstarfsins sem í eru Fogale og Micro-Epsilon.
The contract covers the fabrication of a total of 4608 edge sensors for the 798 hexagonal segments of the ELTs primary mirror [6].	Samningurinn kveður á um smíði 4608 jaðarnema fyrir 798 speglana sem munu mynda safnspegil ELT [6].
These sensors are the most accurate ever used in a telescope and can measure relative positions to an accuracy of a few nanometres.	Jaðarnemarnir verða þeir nákvæmustu sem notaðir hafa verið í sjónauka og geta mælt staðsetningu speglanna með nokkurra nanómetra nákvæmni.
