Bye, Jimmy.	Bless, Jimmy.
Just doing my civic duty, sir.	Það er mín borgaralega skylda, herra.
I trust you will remember this as the day Captain Jack Sparrow almost escaped.	Ég vona að þið munið þetta sem daginn sem Jack Sparrow slapp næstum því.
Take him away.	Á brott með hann.
Come here, boy.	Komdu hérna, hvutti.
Come here.	Komdu.
Who wants a juicy bone?	Viltu safaríkt bein?
Come here, boy!	Komdu hérna, hvutti!
You can keep doing that forever.	Þið getið reynt til eilífðarnóns.
The dog is never going to move.	Hundurinn á aldrei eftir að haggast.
Excuse us if we haven't resigned ourselves to the gallows just yet.	Afsakaðu þó við séum ekki enn sáttir við gálgann.
There you go, miss. It was a difficult day for you, I'm sure.	Gjörðu svo vel, fröken, þetta var erfiður dagur er ég viss um.
I suspected Commodore Norrington would propose, but I wasn't prepared for it.	Mig grunaði að Norrington sjóliðsforingi myndi biðja mín en var samt ekki tilbúin.
I meant you being threatened by that pirate!	Ég átti við að þér var ógnað af sjóræningjanum!
Sounds terrifying!	Hljómar ægilega!
Yes, it was terrifying.	Óóh já, það var ægilegt.
He's a fine man.	Hann er góður maður.
He's what any woman should dream of marrying.	Hann ætti að vera draumur hverrar konu.
That Will Turner... he's a fine man, too.	Hann Will Turner... hann er líka góður maður.
That is too bold.	Nú ertu of djörf.
Beggin' your pardon.	Ég biðst forláts.
It was not my place.	Það er ekki mitt að segja til um það.
Has my daughter given you an answer yet?	Hefur dóttir mín gefið þér svar?
No, she hasn't.	Nei, hún hefur ekki gert það.
She has had a trying day.	Hún hefur átt erfiðan dag.
Ghastly weather, don't you think?	Kuldalegt veður, ekki satt?
Really bleak.	Mjög hráslagalegt.
What's that?	Hvað er þetta?
Cannon fire!	Fallbyssuskothríð!
Return fire!	Skjótið á móti!
I know those guns.	Ég þekki þessar byssur.
It's the Pearl.	Þetta er Perlan.
The Black Pearl?	Svarta Perlan?
I've heard stories.	Ég hef heyrt sögusagnir.
She's been preying on ships and settlements for ten years.	Hún hefur ráðist á skip og bæi í nær tíu ár.
Never leaves any survivors.	Enginn kemst lífs af.
No survivors?	Engir eftirlifendur?
Then where do the stories come from, I wonder?	Hvaðan heldur þú þá að sögurnar komi frá?
Mama!	Mamma!
Sight the muzzle flash.	Skjótið á byssublossana.
Aim for the flashes!	Miðið á blossana!
I need a full spread, fore and aft.	Allir miði á skipið, frá stafni aftur í skut.
Mr. Stevens, more cartridges.	Hr. Stevens, fleiri hleðslur.
Governor.	Landstjóri.
Barricade yourself in my office.	Læstu þig inni á skrifstofu þinni.
That's an order.	Það er skipun.
Hello, chum.	Halló, bjáni.
Up there!	Þarna uppi!
Miss Swann, they've come to kidnap you.	Fröken Swann, þeir ætla að ræna þér.
What?	Hvað?
You're the governor's daughter!	Þú ert dóttir landstjórans!
In here!	Hér inn!
They haven't seen you.	Þeir hafa ekki séð þig.
First chance you get, run to the fort.	Hlauptu í virkið þegar þú getur.
Gotcha!	Náði þér!
It's hot.	Það er heitt.
I'm burning!	Ég brenn!
Come on!	Komdu!
Come on, me men.	Komið!
We know you're here, poppet.	Við vitum að þú ert hér, gæskan.
Poppet!	Gæskan!
Come out.	Komdu út.
We promise we won't hurt you.	Við lofum að meiða þig ekki.
We will find you, poppet.	Við finnum þig, gæskan.
You've got something of ours and it calls to us.	Þú ert með svolítið frá okkur og það kallar til okkar.
The gold calls to us.	Gullið kallar til okkar.
The gold.	Gullið.
Hello, poppet.	Halló, gæskan.
Parley.	Vopnahlé.
What?	Hvað?
I invoke the right of parley.	Ég kalla til vopnahlés.
The Code of the Brethren states you have to take me to your captain.	Bræðralagsreglurnar segja að þið verðið að fara með mig til skipstjórans.
I know the Code.	Ég þekki reglurnar.
You can do me no harm until the parley is complete.	Þið megið ekki gera mér mein þar til vopnahléi er lokið.
To blazes with the Code.	Til fjandans með reglurnar.
She wants to be taken to the Captain.	Hún vill hitta skipstjórann.
And she'll go, without a fuss.	Og hún kemur án vesens.
We must honor the Code.	Við verðum að heiðra reglurnar.
Say goodbye!	Segðu bless!
Goodbye.	Bless.
Come on.	Komdu.
Elizabeth.	Elísabet.
Out of my way, scum!	Úr vegi mínum, úrþvætti!
My sympathies.	Ég samhryggist.
You've no manner of luck at all.	Þú hefur heppnina ekki með þér.
Come on, doggy!	Komdu hvutti!
It's just you and me now.	Nú erum við einir eftir.
It's you and old Jack.	Þú og Jack gamli.
Come on.	Komdu.
That's a boy!	Gott hjá þér!
Get your bone!	Náðu í beinið!
That's a good boy.	Gott hjá þér.
A bit closer!	Aðeins nær!
That's it, doggy!	Alveg rétt, hvutti!
Come on, you filthy, slimy, mangy character!	Komdu nú, drulluga, slímuga kláðakvikindi!
I didn't mean it!	Ég meinti þetta ekki!
This ain't the armory!	Þetta er ekki vopnabúrið!
Well, well, well.	Nú dámar mér ekki.
Look what we have here, Twigg.	Sjáðu Twigg.
Captain Jack Sparrow!	Þetta er Jack Sparrow skipstjóri!
Last time I saw you, you were all alone on a godforsaken island, shrinking into the distance.	Síðast þegar ég sá þig þá varstu aleinn á eyðieyju að hverfa í fjarskann.
His fortunes aren't improved much.	Gæfan hefur ekki batnað hjá honum.
Worry about your own fortunes, gentlemen.	Hafið áhyggjur af eigin gæfu, herramenn.
The deepest circle of Hell is reserved for betrayers and mutineers.	Innsti hringur helvítis er frátekinn fyrir svikara og uppreisnarseggi.
So there is a curse.	Svo það hvílir bölvun á ykkur.
That's interesting.	Það er áhugavert.
You know nothing of Hell.	Þú veist ekkert um helvíti.
That's very interesting.	Það er mjög áhugavert.
I didn't know we was takin' on captives.	Ég vissi ekki að við tækjum fanga.
She's invoked the right of parley with Captain Barbossa.	Hún bað um vopnahlé, vill ræða við Barbossa skipstjóra.
I am here to...	Ég er hér til að...
You will speak when spoken to.	Þú talar þegar yrt er á þig.
And ye will not lay a hand on those under the protection of parley.	Og þú skalt ekki leggja hönd á þá sem eru undir vernd vopnahlés.
Aye, sir.	Skal gert, herra.
My apologies, miss.	Ég biðst forláts, fröken.
Captain Barbossa...	Barbossa skipstjóri...
I am here to negotiate the cessation of hostilities.	Ég er hér til að semja um niðurfellingu hernaðar.
There are a lot of long words there.	Það er mikið af löngum orðum þarna.
We're naught but humble pirates.	Við erum bara auðmjúkir sjóræningjar.
What is it you want?	Hvað vilt þú?
Leave and never come back.	Farið og komið aldrei aftur.
I'm disinclined to acquiesce to your request.	Mér er ekki umhugað um að verða við beiðni þinni.
Means " no. "Very well.	Sem þýðir " nei "Ef svo er.
I'll drop it. Me holds are bursting' with swag.	Þá sleppi ég því Lestin er full af þýfi.
That bit of shine matters to us?	Hvað skiptir þetta okkur máli?
Why?	Hví heldur þú það?
It's what you've been searching for.	Þið hafið leitað að þessu.
I recognize the ship.	Ég þekki skipið.
I saw it eight years ago on the crossing from England!	Ég sá það fyrir átta árum á leiðinni frá Englandi!
Did you now?	Er það virkilega?
Fine.	Fínt.
I suppose if it is worthless there's no point in me keeping it.	Úr því að það er verðlaust er best að henda því.
You have a name, missy?	Hefur þú nafn, fröken?
Elizabeth...	Elísabet...
Turner.	Turner.
I'm a maid in the Governor's household.	Ég er þerna í húsi landstjórans.
Miss Turner!	Fröken Turner!
Bootstrap!	Stígvélahanki!
How does a maid come to own that trinket?	Hvernig eignast þerna svona glingur?
Family heirloom?	Kannski erfðagripur?
I didn't steal it, if that's what you mean.	Ég stal því ekki, ef þú ert að gefa það í skyn.
You hand it over and we'll leave and never return.	Láttu mig fá það og við förum og komum aldrei aftur.
You have to take me to shore.	Þú verður að setja mig í land.
According to the Code...	Samkvæmt reglunum...
First...	Í fyrsta lagi...
Your return to shore was not part of our negotiations so I must do nothing.	Landsetning var ekki hluti af samningnum svo ég þarf ekki að gera neitt.
Secondly, you must be a pirate for the Pirate's Code to apply, and you're not.	Í öðru lagi verður þú að vera sjóræningi svo reglurnar gildi, og þú ert það ekki.
Thirdly, the code is more what you 'd call guidelines than actual rules.	Í þriðja lagi, reglurnar eru meira til viðmiðunar en alvöru reglur.
Welcome aboard the Black Pearl, Miss Turner.	Velkomin um borð í Svörtu Perluna, fröken Turner.
They've taken Elizabeth!	Þeir tóku Elísabetu! Hr.
Mr. Murtogg, remove this man.	Murtogg, fjarlægið þennan mann.
We have to hunt them down.	Við verðum að elta þá.
We must save her.	Við verðum að bjarga henni.
Where do you propose we start?	Og hvar leggur þú til að við byrjum?
If you have any information concerning my daughter, share it.	Ef þú hefur einhverjar upplýsingar varðandi dóttur mína, deildu þeim.
That Jack Sparrow.	Jack Sparrow.
He talked about the Black Pearl.	Hann talaði um Svörtu Perluna.
Mentioned it is more what he did.	Hann minntist meira á hana.
Ask him where it is!	Spyrjið hann um hana!
He could lead us to it.	Hann gæti leitt okkur þangað.
The pirates left Sparrow in his cell, ergo they are not his allies.	Sjóræningjarnir skildu Sparrow eftir, þannig að þeir eru ekki bandamenn.
We will establish their most likely course...	Við áætlum líklegustu leið þeirra...
That's not good enough!	Það dugir ekki! Hr.
Mr. Turner, you are not a military man or a sailor.	Turner, þú ert ekki hermaður eða sjómaður.
You are a blacksmith.	Þú ert járnsmiður.
And this is not the moment for rash actions!	Og nú er ekki tíminn fyrir fljótfærni!
Do not think you are the only man here who cares for Elizabeth.	Ekki halda að þú sért eini maðurinn hér sem er umhugað um Elísabetu.
Please.	Opnastu.
You!	Þú!
Sparrow! Aye?	Sparrow! Já?
You are familiar with the Black Pearl?	Kannast þú við Svörtu Perluna?
I've heard of it.	Ég hef heyrt um hana.
Where does it make berth?	Hvar er skipalægi hennar?
Where does it make berth?	Hvar leggur hún að?
Have you not heard the stories?	Hefur þú ekki heyrt sögurnar?
Captain Barbossa and his crew of miscreants sail from the Isla de Muerta.	Barbossa skipstjóri og misindisáhöfn hans sigla frá eyjunni Isle de Muerte.
It's an island that cannot be found, except by those who know where it is.	Eyja sem er ekki hægt að finna nema þú vitir hvar hún er.
The ship's real, therefore its anchorage must be a real place.	Skipið er raunverulegt, því hlýtur skipalægið líka að vera það.
Where?	Hvar?
Why ask me?	Hví spyrðu mig?
Because you're a pirate.	Því þú ert sjóræningi.
You want to turn pirate yourself.	Þú vilt verða sjóræningi.
Is that it?	Er það málið?
Never!	Aldrei!
They took Miss Swann.	Þeir tóku fröken Swann.
So it is that you found a girl!	Svo þú fannst stúlku!
I see!	Ég skil!
If you intend to brave all, hasten to her rescue, and so, win fair lady's heart, you'll have to do it alone, mate.	Ef þú hyggst bjóða öllu byrginn, og hlaupa til björgunar og þannig, vinna hjarta hennar, þá skalt þú gera það einn, félagi.
I see no profit in it for me.	Ég sé engan ávinning í því fyrir mig.
I can get you out of here.	Ég get frelsað þig.
The key's run off.	Hvernig þá, lykillinn hljóp í burtu.
I helped build these cells.	Ég hjálpaði til við að byggja klefana.
These are half-pin barrel hinges.	Þetta eru hálfpinnalamir.
With leverage and the proper application of strength, the door will lift free.	Með vogarafli á réttum stað, er hægt að lyfta hurðinni af hjörunum.
What's your name?	Hvað heitir þú?
That would be short for William, I imagine.	Það er stytting á William líklega.
Good, strong name.	Gott, sterkt nafn.
No doubt named for your father.	Líklega skírður eftir föður þínum.
Mr. Turner, I've changed me mind.	Hr. Turner, ég hef skipt um skoðun.
If you spring me from here, I swear, on pain of death, I shall take you to the Black Pearl, and your bonny lass.	Ef þú hjálpar mér út þá legg ég líf mitt að veði, ég sver að finna Svörtu Perluna og stúlkuna þína fríðu.
Do we have an accord?	Erum við samþykkir?
Agreed.	Samþykkt.
Agreed!	Samþykkt!
Get me out!	Hjálpaðu mér út!
Hurry!	Flýttu þér!
Someone will have heard that.	Einhver hefur heyrt þetta.
Not without my effects.	Ekki án eigna minna.
We're going to steal a ship?	Ætlum við að stela skipi?
That ship?	Þessu skipi?
Commandeer.	Gera upptækt.
We're going to "commandeer" that ship.	Við ætlum að gera þetta skip "upptækt".
Nautical term.	Sjómannamál.
One question about your business, or there's no use going.	Ein spurning um ferð okkar, annars þýðir ekki að fara.
This girl, how far are you willing to go to save her?	Hvað ert þú tilbúinn að ganga langt til að bjarga stúlkunni?
I 'd die for her.	Ég myndi deyja fyrir hana.
Good.	Gott.
No worries then.	Þá er ástæðulaust að hafa áhyggjur.
This is either madness or brilliance.	Þetta er annað hvort brjálæði eða algjör snilld.
It's remarkable how often those two traits coincide.	Það er merkilegt hve oft þessir eiginleikar fara saman.
Everyone stay calm!	Haldið stillingu ykkar!
We're taking over the ship.	Við tökum skipið.
Aye!	Já!
Avast!	Leggið árar í bát!
This ship cannot be crewed by two men.	Tveir menn geta ekki siglt skipinu.
You'll never make it out of the bay.	Þið komist aldrei út úr flóanum.
Son... I'm Captain Jack Sparrow.	Góði minn... ég er Jack Sparrow skipstjóri.
Savvy?	Skilurðu?
Commodore!	Sjóliðsforingi!
They're taking the Dauntless!	Þeir eru að taka Ofurhugann!
Commodore!	Sjóliðsforingi!
They've taken the ship!	Þeir tóku skipið!
Sparrow and Turner!	Sparrow og Turner!
They're taking the Dauntless!	Þeir eru að taka Ofurhugann!
Rash, Turner.	Fljótfærið, Turner.
Too rash.	Alltof fljótfærið.
That is, without doubt, the worst pirate I have ever seen. Here they come.	Þetta er svo sannarlega versti sjóræningi sem ég hef séð Hérna koma þeir.
Bring her around!	Snúið bátnum!
Search every cabin, every hold, down to the bilges.	Leitið í hverri káetu, hverju hólfi alveg niður í kjöl.
Sailors, back to the Interceptor!	Sjómenn, aftur í Fangarann!
With this wind we won't catch them.	Í þessum vindi náum við þeim ekki.
I don't need to.	Þess þarf ekki.
Get them in range of the long nines.	Komum þeim í skotmál við löngu níu punda fallbyssurnar.
Run out the guns!	Út með byssurnar!
We are to fire on our own ship, sir?	Eigum við að skjóta á eigið skip, herra?
I 'd rather see her at the bottom of the ocean than in the hands of a pirate.	Frekar vil ég sjá það á hafsbotni en í höndum sjóræningja.
