Chapter 1 - Of Fiddle Mord	Kafli 1
No lucky day was it for us when we kinsmen came to Combness here to meet with Thorleik.	«Ekki var oss það tímadagur er vér frændur komum á Kambsnes þetta til móts við Þorleik.
This weird I lay on it, saith he, that Thorleik shall not win joyous days there henceforth, and that it shall be a heavy burden to all such as are set in his room.	Það mæli eg um,» segir hann, «að Þorleikur eigi þar fá skemmtanardaga héðan í frá og öllum verði þungbýlt þeim sem í hans rúm setjast.»
This doom is thought to have been fully accomplished.	Mjög þykir þetta atkvæði á hafa hrinið.
Then they drowned him, and rowed aland.	Síðan drekktu þeir honum og reru til lands.
A little after fareth Hrut to see Olaf his kinsman, and telleth him that he will not be on such terms with Thorleik, and bade him furnish him with men to set upon Thorleik.	Litlu síðar fer Hrútur á fund Ólafs frænda síns og segir honum að hann vill eigi hafa svo búið við Þorleik og bað hann fá sér menn til að sækja heim Þorleik.
Answers Olaf:	Ólafur svarar:
this matter has taken an unlucky turn for Thorleik.	Hefir þetta tekist ógiftusamlega Þorleiki til handar.
Rather will we seek to make you at one together:	Viljum vér heldur leita um sættir með ykkur.
thou hast tarried oft on thy part well and long.	Hefir þú oft þíns hluta beðið vel og lengi.»
Saith Hrut:	Hrútur segir:
but this fain would I, that we live not both of us long in Laxwater-dale henceforward.	Aldrei mun um heilt með okkur gróa og það mundi eg vilja að eigi byggjum við báðir lengi í Laxárdal héðan í frá.»
Olaf answers:	Ólafur svarar:
This shall not be fitting for thee, to go further against Thorleik than I grant leave thereto;	«Eigi mun þér það verða hlýðisamt að ganga framar á hendur Þorleiki en mitt leyfi er til.
but if thou do so, then is it not unlike that dale meet knoll.	En ef þú gerir það þá er eigi ólíklegt að mæti dalur hóli.»
And there is peace, so to say.	Og er kyrrt að kalla.
And men abide at peace for that season.	Og sitja menn um kyrrt þau misseri.
Chapter 38	Kafli 38
Now is it to be told of Stigandi.	Nú er að segja frá Stíganda.
He became an outlawed man and evil in his dealings.	Hann gerðist útilegumaður og illur viðureignar.
Thord hight a man :	Þórður hét maður.
he dwelt in Hound-dale:	Hann bjó í Hundadal.
he was wealthy, but no man of might.	Hann var auðigur maður og ekki mikilmenni.
This new thing came to pass that summer in Hound-dale, that the cows yielded ill: but a woman watched those kine.	Það varð til nýlundu um sumarið í Hundadal að fé nytjaðist illa en kona gætti fjár þar.
This marked men, that she waxed wealthy of jewels, and she vanished away long time, so that men knew not where she was.	Það fundu menn að hún varð gripaauðig og hún var löngum horfin svo að menn vissu eigi hvar hún var.
Thord the bonder let force her to tell, and when she was afraid, then she tells how a man comes to meet with her:	Þórður bóndi lætur henni nauðga til sagna og er hún verður hrædd þá segir hún að maður kemur til fundar við hana,
Then Thord asks how soon that man should come to meet with her.	Þá spyr Þórður hversu brátt sá maður mundi koma til fundar við hana.
She said that it was like it would be soon.	Hún kvaðst vænta að það mundi brátt vera.
Hereafter Thord fares to meet Olaf and tells him that Stigandi cannot be far away thence:	Eftir þetta fer Þórður á fund Ólafs og segir honum að Stígandi mun eigi langt þaðan í brott, biður hann til fara með sína menn og ná honum.
Olaf asks where is the lair of Stigandi.	Spyr þá Ólafur hvar bæli Stíganda væri.
She said that she wotted nought of it.	Hún kvaðst það eigi vita.
Olaf offered to bargain with her if she would deliver up Stigandi therewith ; they make this bargain betwixt them.	Ólafur bauð að kaupa að henni ef hún kæmi Stíganda í færi við þá.
When day comes she fares to her kine ; then comes Stigandi to meet with her.	Þessu kaupa þau saman. Um daginn fer hún að fé sínu. Kemur þá Stígandi til móts við hana.
She greets him well and offers to pick over his head.	Hún fagnar honum vel og býður að skoða í höfði honum.
He lays his head on her knees and is asleep straightway.	Hann leggur höfuðið í kné henni og sofnar skjótlega.
Then she slipt out from under his head and fares to meet Olaf, and telleth him how things had gone.	Þá skreiðist hún undan höfði honum og fer til móts við þá Ólaf og segir þeim hvar þá var komið.
They fate to Stigandi, and take rede among themselves that he shall not fare as did his brother, that he should look on much that should work them hurt; now take they a bag and draw it over his head.	Fara þeir til Stíganda og ræða um með sér að hann skal eigi fara sem bróðir hans að hann skyldi það mart sjá er þeim yrði mein að, taka nú belg og draga á höfuð honum.
Stigandi awoke, at this, and made no show of fight, inasmuch as there were now many men against him alone.	Stígandi vaknaði við þetta og bregður nú engum viðbrögðum því að margir menn voru nú um einn.
but now it was most like as if a whirlwind came and turned up the earth, so that grass never grew thereon more.	En því var líkast sem hvirfilvindur komi að. Sneri um jörðunni svo að aldregi síðan kom þar gras upp.
That place is now called Brent.	Þar heitir nú á Brennu.
Then they beat Stigandi to death with stones, and there was he buried.	Síðan berja þeir Stíganda grjóti í hel og þar var hann dysjaður.
Olaf holds well to his word with the handmaiden, and gave her freedom, and she fared with him to Herdholt.	Ólafur efnir vel við ambáttina og gaf henni frelsi og fór hún heim í Hjarðarholt.
Hallbjorn Whetstoneseye was cast ashore a little while after that he was drowned.	Hallbjörn slíkisteinsauga rak upp úr brimi litlu síðar en honum var drekkt.
The place where he was thrown up hight Roundshipness, and he walked much.	Þar heitir Knarrarnes sem hann var kasaður og gekk hann aftur mjög.
That man is named, who hight Thorkel Bald:	Sá maður er nefndur er Þorkell skalli hét.
he was a man of mickle courage and of great strength.	Hann var fullhugi mikill og rammur að afli.
One evening there lacked a cow at Thickshaw.	Eitt kveld var vant kýr í Þykkvaskógi.
Thorkel fared to seek her, and his housecarle with him:	Fór Þorkell að leita og húskarl hans með honum.
it was after set of sun, but the moon was up, Thorkel spake, that they should share the search between them ; and when Thorkel was left alone, he deemed that he saw the cow in the holt before him :	Þorkell mælti að þeir mundu skipta með sér leitinni. Og er Þorkell var einn saman staddur þá þóttist hann sjá á holtinu fyrir sér kú.
but when he comes thither, lo it was Whetstones-eye and no cow.	Og er hann kemur að þá var það Slíkisteinsauga en eigi kýr.
Hallbjorn gave back, and when Thorkel was least ware of it, he sinks down into the earth from out of his hands, Thereafter fared Thorkel home.	Fór Hallbjörn undan og er Þorkel varði minnst þá smýgur hann niður í jörðina úr höndum honum. Eftir það fór Þorkell heim.
The housecarle was by then come home and had found the cow.	Húskarlinn var heim kominn og hafði hann fundið kúna.
Thorbjorn Feeble was then dead, and Melkorka likewise :	Þorbjörn skrjúpur var þá andaður og svo Melkorka.
they lie both of them in howe in Laxwaterdale; but Lambi their son dwelt there after them.	Þau liggja bæði í kumli í Laxárdal en Lambi son þeirra bjó þar eftir.
He was a mickle champion and had much wealth.	Hann var garpur mikill og hafði mikið fé.
Lambi was held of more worth of men than his father for the sake of his mother's kin :. good was the friendship betwixt him and Olaf.	Meira var Lambi virður af mönnum en faðir hans fyrir sakir móðurfrænda sinna. Vel var í frændsemi þeirra Ólafs.
Now wears the winter next after the slaying of Kotkel.	Líður nú hinn næsti vetur eftir dráp Kotkels.
The next spring those brethren meet, to wit Olaf and Thorleik.	Um vorið eftir hittust þeir bræður, Ólafur og Þorleikur.
Olaf asked whether Thorleik was minded to abide in his homestead.	Spurði Ólafur hvort Þorleikur ætlaði að halda búi sínu.
Thorleik saith that so it was.	Þorleikur segir að svo var.
Spake Olaf :	Ólafur mælti:
This would I pray of thee, kinsman, that thou break up thy household and fare from the land :	«Hins vildi eg beiða yður frændi að þér breytið ráðahag yðrum og færuð utan.
but I wot of Hrut our kinsman that he is no whit pleased with your dealings together :	En eg hygg um Hrút frænda okkarn að hann þykist kulda af kenna af skiptum yðrum.
little it liketh me that ye should longer run the risk of abiding so near one to another:	Er mér lítið um að hætta til lengur að þið sitjist svo nær.
Hrut is a man of mickle might, and his sons are overweening men and champions :	Er Hrútur aflamikill en synir hans ofsamenn einir og garpar.
I should deem it much amiss for our kinship's sake if ye my kinsmen had evil dealings together.	Þykist eg vant við kominn fyrir frændsemis sakir er þér deilið illdeildum frændur mínir.»
Thorleik spake:	Þorleikur mælti:
I grant it not that I may not hold my own against Hrut and his sons, and for that cause I will not fare from the land :	«Ekki kvíði eg því að eg geti eigi haldið mér réttum fyrir Hrúti og sonum hans og mun eg eigi fyrir því af landi fara.
but if thou, kinsman, deemest the thing to be of so great avail, and that thou dost abide in mickle thought therefor, then I will do according to thy word ; inasmuch as I ever did best for myself when I was abroad.	En ef þér þykir miklu máli skipta frændi og þykist þú þar um í miklum vanda sitja þá vil eg gera fyrir þín orð því að þá undi eg best mínu ráði er eg var utanlendis.
I wot also that thou wilt do no worse by Bolli my son, though I be nowhere anigh ; and him do I love best of all men.	Veit eg og að þú munt ekki að verr gera til Bolla sonar míns þó að eg sé hvergi í nánd og honum ann eg mest manna.»
Olaf answers :	Ólafur svarar:
Good luck have thou of this thing, if thou do after my prayer :	«Þá hefir þú vel af þessu máli ef þú gerir eftir bæn minni.
I am minded to be to Bolli henceforward even as I have been heretofore, and he shall be held even as one of mine own sons.	Ætla eg mér það að gera héðan í frá sem hingað til er til Bolla kemur og vera til hans eigi verr en til minna sona.»
After this those brethren sunder with mickle blithesomeness.	Eftir þetta skilja þeir bræður með mikilli blíðu.
Now Thorleik sells his lands and turns his wealth into goods for his journeying :	Þorleikur selur nú jarðir sínar og ver fénu til utanferðar.
he buyeth a ship that was lying up at Daymealness.	Hann kaupir skip er uppi stóð í Dögurðarnesi.
And when he was all-boun, he went a-shipboard, and his wife, and the rest of his housemates.	En er hann var búinn með öllu sté hann á skip út og kona hans og annað skuldalið.
That ship has a good passage, and makes Norway at harvest-tide :	Skip það verður vel reiðfara og taka Noreg um haustið.
thence he fareth south to Denmark, because he found little ease in Norway ; his kinsmen and friends were some dead and some driven from the land.	Þaðan fer hann suður til Danmerkur því að hann festi ekki yndi í Noregi. Voru látnir frændur hans og vinir en sumir úr landi reknir.
